diseases	frequency
Umbilical cord complications during labor and delivery|p663	0.0013041804681881261
Obstetrical/birth trauma|p665	0.015553934826430041
Complications of the administration of anesthetic or other sedation in labor and delivery|p668	0.00013928140922397464
Superficial cellulitis and abscess|p681	0.003552942129840662
Cellulitis and abscess of fingers/toes|p681.1	0.0026691382785830778
Cellulitis and abscess of face/neck|p681.2	0.0006938746568612554
Other local infections of skin and subcutaneous tissue|p686	0.007189453105215709
Carbuncle and furuncle|p686.1	0.00014181379848259235
Impetigo|p686.2	0.00017726724810324045
Pyogenic granuloma|p686.4	0.0013371015285501566
Pyoderma|p686.5	0.00022285025475835942
Symptoms affecting skin|p687	0.0059232584759068485
Rash and other nonspecific skin eruption|p687.1	0.009339451585782154
Localized superficial swelling mass or lump|p687.2	0.004016369364167705
Changes in skin texture|p687.3	0.0004938159054304555
Disturbance of skin sensation|p687.4	0.012694867353450634
Disorder of skin and subcutaneous tissue NOS|p689	0.028180427669897996
Erythematosquamous dermatosis|p690	0.013961061982759494
Seborrheic dermatitis|p690.1	0.013867363580190637
Dyschromia and Vitiligo|p694	0.004614013229201487
Erythematous conditions|p695	0.012036446146210026
Pruritus and related conditions|p698	0.0035124239017027786
Corns and callosities|p700	0.001251000293757154
Other hypertrophic and atrophic conditions of skin|p701	0.019833672673493986
Keratoderma acquired|p701.1	0.0002456417580859189
Scar conditions and fibrosis of skin|p701.2	0.008559475694127896
Circumscribed scleroderma|p701.3	0.0021272069772388853
Keloid scar|p701.4	0.0009268544686540858
Abnormal granulation tissue|p701.5	0.0017245570851186678
Acquired acanthosis nigricans|p701.6	0.00045076528803395427
Degenerative skin conditions and other dermatoses|p702	0.024379311392712797
Actinic keratosis|p702.1	0.01221118100505465
Seborrheic keratosis|p702.2	0.013474843245104891
Diseases of nail NOS|p703	0.0014383970988948653
Ingrowing nail|p703.1	0.0027754986274450217
Diseases of hair and hair follicles|p704	0.0018435793802737007
Alopecia|p704.1	0.0008483504016369364
Other specified diseases of hair and hair follicles|p704.8	0.00031148387880997963
Disorders of sweat glands|p705	0.0007825082809128757
Dyshidrosis|p705.1	6.077734220682529e-05
Hidradenitis|p705.3	0.0006280325361371947
Diseases of sebaceous glands|p706	0.028405810313914974
Acne|p706.1	0.00032414582510306825
Sebaceous cyst|p706.2	0.0280664701532602
Chronic ulcer of skin|p707	0.016247809483291294
Decubitus ulcer|p707.1	0.010063714913746823
Chronic ulcer of leg or foot|p707.2	0.0071362729307847365
Osteomyelitis periostitis and other infections involving bone|p710	0.0005799171402234581
Osteomyelitis|p710.1	0.0005647228046717517
Chronic osteomyelitis|p710.12	6.077734220682529e-05
Unspecified osteomyelitis|p710.19	0.0004938159054304555
Arthropathy associated with infections|p711	0.0004203766169305416
Pyogenic arthritis|p711.1	0.00024057697956868346
Reiter's disease|p711.2	6.330973146544301e-05
Arthropathy associated with other disorders classified elsewhere|p713	0.0004912835161718378
Arthropathy associated with neurological disorders|p713.5	0.0003798583887926581
Rheumatoid arthritis and other inflammatory polyarthropathies|p714	0.01620729125515341
Rheumatoid arthritis|p714.1	0.01428774019712118
Juvenile rheumatoid arthritis|p714.2	8.61012347930025e-05
Other inflammatory spondylopathies|p715	0.004720373578063431
Sacroiliitis NEC|p715.1	0.0004659596235856606
Ankylosing spondylitis|p715.2	0.0018613061050840247
Other arthropathies|p716	0.0011978201193261818
Unspecified monoarthritis|p716.2	9.87631810860911e-05
Palindromic rheumatism|p716.8	0.00010636034886194426
Arthropathy NOS|p716.9	0.000407714670637453
Polymyalgia Rheumatica|p717	0.008240394647542063
Spinal stenosis|p720	0.004662128625115224
Spondylosis and allied disorders|p721	0.007726319628042665
Spondylosis without myelopathy|p721.1	0.007308475400370742
Spondylosis with myelopathy|p721.2	0.00015447574477568096
Other allied disorders of spine|p721.8	0.0002937571539996556
Intervertebral disc disorders|p722	0.0041911042230123275
Displacement of intervertebral disc|p722.1	9.87631810860911e-05
Schmorl's nodes|p722.3	0.00026336848289624295
Degeneration of intervertebral disc|p722.6	6.584212072406074e-05
Intervertebral disc disorder with myelopathy|p722.7	0.00013928140922397464
Postlaminectomy syndrome|p722.8	0.00026590087215486066
Other and unspecified disc disorder|p722.9	0.003398466385064981
Other disorders of cervical region|p723	0.0006330973146544301
Torticollis|p723.1	0.0004558300665511897
Other and unspecified disorders of back|p724	0.001542225058498192
Disorders of sacrum|p724.1	0.0012231440119123591
Disorders of coccyx|p724.2	0.0012180792333951237
Other symptoms referable to back|p724.8	0.00019246158365494677
Peripheral enthesopathies and allied syndromes|p726	0.04559566860141206
Acquired foot deformities|p735	0.03424296755502882
Flat foot|p735.1	0.0008382208446024655
Acquired toe deformities|p735.2	0.018858702808926167
Hammer toe (acquired)|p735.21	0.007503469373284307
Hallux rigidus|p735.23	0.005591515483027928
Hallux valgus (Bunion)|p735.3	0.02323213905855897
Other acquired deformities of limbs|p736	0.0011851581730330932
Acquired deformities of finger|p736.2	0.0010661358778780603
Curvature of spine|p737	0.0034668408950476594
Lordosis (acquired)|p737.2	5.318017443097213e-05
Kyphoscoliosis and scoliosis|p737.3	0.003200940022892799
Other acquired musculoskeletal deformity|p738	0.0012028848978434172
Contracture of joint|p739	0.00026336848289624295
Osteoarthrosis|p740	0.17728750721730938
Symptoms and disorders of the joints|p741	0.004393695363701745
Difficulty in walking|p741.3	0.0019423425613597917
Joint effusions|p741.4	0.0008483504016369364
Derangement of joint non-traumatic|p742	0.001314310025222597
Loose body in joint|p742.1	0.00016460530181015184
Pathological developmental or recurrent dislocation|p742.2	0.00044570050951671885
Other derangement of joint|p742.9	0.0005216721872752505
Osteoporosis osteopenia and pathological fracture|p743	0.001813190709170288
Pathologic fracture|p743.2	0.000471024402102896
Pathologic fracture of vertebrae|p743.21	5.5712563689589856e-05
Osteopenia or other disorder of bone and cartilage|p743.9	0.00103321481751603
Pain in joint|p745	0.005700408221148489
Cardiac and circulatory congenital anomalies|p747	0.005561126811924514
Cardiac congenital anomalies|p747.1	0.004796345255821963
Cardiac shunt/ heart septal defect|p747.11	0.0023855106816178927
Valvular heart disease/ heart chambers|p747.12	0.0014004112600155996
Congenital anomalies of great vessels|p747.13	0.00042290900618915933
Congenital anomalies of peripheral vascular system|p747.2	0.0007040042138957264
Anomalies of respiratory system congenital|p748	0.0002861599862238024
Congenital anomalies of face and neck|p749	0.0010382795960332655
Congenital anomalies of skull and face bones|p749.2	8.356884553438479e-05
Digestive congenital anomalies|p750	0.0033503509891512446
Upper gastrointestinal congenital anomalies|p750.1	0.0017017655817911082
Esophageal atresia/tracheoesophageal fistula|p750.11	0.0001595405232929164
Congenital anomalies of mouth/tongue|p750.13	0.0009091277438437617
Congenital anomalies of esophagus|p750.14	0.00033427538213753915
Congenital anomalies of stomach|p750.15	0.00023804459031006575
Lower gastrointestinal congenital anomalies|p750.2	0.0016359234610670475
Congenital anomalies of intestine|p750.21	0.001061071099360825
Congenital anomaly of gallbladder bile ducts liver pancreas|p750.22	0.0005090102409821618
Genitourinary congenital anomalies|p751	0.005429442570476393
Congenital anomalies of genital organs|p751.1	0.0019777960109804396
Congenital anomalies of urinary system|p751.2	0.0033959339958063634
Cystic kidney disease|p751.21	0.0016359234610670475
Other specified congenital anomalies of kidney|p751.22	0.001623261514773959
Obstructive genitourinary defect|p751.3	9.623079182747339e-05
Nervous system congenital anomalies|p752	0.002428561299014394
Neural tube defects|p752.1	0.002094285916876855
Spina bifida|p752.11	0.0007774435023956402
Other specified congenital anomalies of nervous system|p752.2	0.00034440493917201
Congenital anomalies of the eye|p753	0.000625500146878577
Congenital cataract and lens anomalies|p753.1	0.0003418725499133923
Congenital musculoskeletal deformities of spine|p754	0.0012307411796882123
Congenital anomalies of limbs|p755	0.0017802696488082577
Congenital deformities of feet|p755.1	0.0008838038512575846
Congenital anomaly of fingers/toes|p755.3	0.00010129557034470882
Other congenital anomalies of lower limb including pelvic girdle|p755.6	0.0006280325361371947
Congenital hip dysplasia and deformity|p755.61	0.00043810334174086566
Other congenital musculoskeletal anomalies|p756	0.0016536501858773717
Pectus and other congenital anomalies of ribs/sternum|p756.2	0.00016713769106876957
Congenital anomalies of muscle tendon fascia and connective tissue|p756.3	0.00037732599953404036
Congenital osteodystrophies|p756.5	0.0008280912875679947
Congenital anomalies of the integument|p757	7.34392884999139e-05
Chromosomal anomalies and genetic disorders|p758	0.0006482916502061365
Chromosomal anomalies|p758.1	0.0003317429928789214
Other and unspecified congenital anomalies|p759	0.0007774435023956402
Anomalies of endocrine glands congenital|p759.1	0.0003494697176892455
Back pain|p760	0.03290333363722005
Cervicalgia|p761	0.005196462758683563
Sciatica|p764	0.008518957465990013
Cervical radiculitis|p765	5.318017443097213e-05
Neuralgia neuritis and radiculitis NOS|p766	0.001929680615066703
Myalgia and myositis unspecified|p770	0.007298345843336271
Musculoskeletal symptoms referable to limbs|p771	0.0032845088684271837
Symptoms of the muscles|p772	0.00010636034886194426
Pain in limb|p773	9.116601331023795e-05
Hypothermia/Chills|p780	0.0014789153270327489
Symptoms involving nervous and musculoskeletal systems|p781	0.024690795271522778
Edema|p782.3	0.013403936345863595
Pallor and flushing|p782.6	0.000980034643085058
Fever of unknown origin|p783	0.0198210107272009
Abdominal pain|p785	0.07332026620475887
Syncope and collapse|p788	0.04345073489936285
Nausea and vomiting|p789	0.05551503732741767
Nonspecific findings on examination of blood|p790	0.0015472898370154273
Elevated sedimentation rate|p790.1	0.0003317429928789214
Other abnormal blood chemistry|p790.6	0.00261089332563487
Nonspecific abnormal findings on radiological and other examination of musculoskeletal system|p793	0.0008762066834817313
Nonspecific abnormal findings on radiological and other examination of other intrathoracic organs (echocardiogram etc)|p793.2	0.0037935191094093457
Abnormal results of other function studies (bladder pancreas placenta spleen etc)|p794	0.00013928140922397464
Shock|p797	0.000987631810860911
Cardiogenic shock|p797.1	0.000671083153533696
Malaise and fatigue|p798	0.020795980591768723
Chronic fatigue syndrome|p798.1	0.0027780310167036396
Fracture of lower limb|p800	0.0007040042138957264
Fracture of neck of femur|p800.1	0.00011902229515503287
Fracture of unspecified part of femur|p800.2	7.597167775853162e-05
Fracture of tibia and fibula|p800.3	6.077734220682529e-05
Fracture of patella|p800.4	0.0004153118384133062
Fracture of ankle and foot|p801	0.0007597167775853162
Fracture of foot|p801.1	0.0005672551939303694
Fracture of upper limb|p803	0.003271846922134095
Fracture of humerus|p803.1	0.0006685507642750783
Fracture of radius and ulna|p803.2	0.001785334427325493
Fracture of clavicle or scapula|p803.3	0.0008838038512575846
Fracture of vertebral column without mention of spinal cord injury|p805	5.318017443097213e-05
Fracture of ribs|p807	0.0009547107504988807
Concussion|p817	0.00019246158365494677
Skull and face fracture and other intercranial injury|p819	0.0009040629653265263
Dislocation|p830	0.002094285916876855
Internal derangement of knee|p835	0.011390686885262508
Sprains and strains|p840	0.0021626604268595332
Joint/ligament sprain|p840.3	0.0011370427771193565
Sprains and strains of back and neck|p841	0.0004153118384133062
Complications of transplants and reattached limbs|p851	0.0007369252742577567
Complications of cardiac/vascular device implant and graft|p854	0.000516607408758015
Complication of nervous system device implant and graft|p855	6.837450998267846e-05
Vascular complications of surgery and medical procedures|p856	0.0002481741473445366
Mechanical complication of unspecified genitourinary device implant and graft|p857	0.00579917140223458
Complication of internal orthopedic device|p858	0.008673433210765693
Complication due to other implant and internal device|p859	0.0014080084277914527
Open wounds of head  neck  and trunk|p870	0.0037403389349783735
Open wound or laceration of eye or eyelid|p870.1	0.0004026498921202176
Open wound of ear|p870.2	0.0008711419049644959
Other open wound of head and face|p870.3	0.0016840388569807842
Open wound of nose and sinus|p870.4	8.61012347930025e-05
Open wounds of extremities|p871	0.0033858044387718926
Open wound of finger(s)|p871.2	0.0001975263621721822
Open wound of foot except toe(s) alone|p871.3	0.0006862774890854023
Traumatic amputation|p872	0.0013928140922397463
Broken tooth|p873	0.00042290900618915933
Complication of amputation stump|p874	0.0004279737847063948
Injuries to the nervous system|p907	0.0031173711773584143
Blister|p911	6.077734220682529e-05
Insect bite|p912	0.0001595405232929164
Superficial injury without mention of infection|p915	0.010352407289229242
Contusion|p916	0.007673139453611693
Allergic reaction to food|p930	0.0008306236768266124
Dermatitis due to solar radiation|p938	0.0016789740784635488
Acute dermatitis due to solar radiation|p938.1	9.116601331023795e-05
Chronic dermatitis due to solar radiation|p938.2	0.0011674314482227693
Atopic/contact dermatitis due to other or unspecified|p939	0.013358353339208477
Adverse reaction to serum or vaccine|p941	0.0012535326830157717
Anaphylactic shock NOS|p946	0.002248761661652536
Urticaria|p947	0.001757478145480698
Diaper or napkin rash|p949.1	7.34392884999139e-05
Spinal cord injury without evidence of spinal bone injury|p952	5.318017443097213e-05
Certain early complications of trauma or procedure|p958	0.0014105408170500705
Postoperative shock|p958.1	0.00010129557034470882
Traumatic and surgical subcutaneous emphysema|p958.2	0.0006153705898441061
Toxic effect of (non-ethyl) alcohol and petroleum and other solvents|p981	0.0005469960798614277
Toxic effect of other metals|p985	0.00015194335551706325
Toxic effect of carbon monoxide|p986	0.00016207291255153412
Toxic effect of other gases fumes or vapors|p987	6.584212072406074e-05
Toxic effect of noxious substances eaten as food|p988	0.00043557095248224795
Toxic effect of other substances chiefly nonmedicinal as to source|p989	7.597167775853162e-05
Effects radiation NOS|p990	0.025247920908418674
Sepsis and SIRS|p994	0.027405516556760972
Sepsis|p994.2	0.027402984167502354
